driver,prev5_avg,prev5_points,points_behind_leader,percent_of_max,position,race_number,future_results
C. LeclercFerrari,0.4,"[8.0, 12.0, 8.0, 12.0]",0.16434892541087232,0.38095238095238093,0.25,0.19047619047619047,12.0
D. RicciardoMcLaren,0.24,"[6.0, 8.0, 2.0, 8.0]",0.20480404551201012,0.22857142857142856,0.35,0.19047619047619047,2.0
P. GaslyRacing Bulls,0.08,"[0.0, 6.0, 1.0, 1.0]",0.225031605562579,0.1523809523809524,0.4,0.19047619047619047,15.0
F. AlonsoAlpine,0.05,"[0.0, 1.0, 4.0, 0.0]",0.2528445006321112,0.047619047619047616,0.6,0.19047619047619047,8.0
E. OconAlpine,0.1,"[0.0, 2.0, 6.0, 2.0]",0.23514538558786346,0.11428571428571428,0.45,0.19047619047619047,0.0
S. VettelAston Martin Racing,0.0,"[0.0, 0.0, 0.0, 0.0]",0.2402022756005057,0.09523809523809523,0.5,0.19047619047619047,18.0
L. StrollAston Martin Racing,0.05,"[1.0, 4.0, 0.0, 0.0]",0.2427307206068268,0.08571428571428572,0.55,0.19047619047619047,0.0
Y. TsunodaRacing Bulls,0.02,"[2.0, 0.0, 0.0, 0.0]",0.2604298356510746,0.01904761904761905,0.65,0.19047619047619047,6.0
G. RussellWilliams,0.0,"[0.0, 0.0, 0.0, 0.0]",0.26548672566371684,0.0,0.75,0.19047619047619047,0.0
K. RaikkonenAlfa Romeo,0.0,"[0.0, 0.0, 0.0, 0.0]",0.26548672566371684,0.0,0.8,0.19047619047619047,1.0
N. LatifiWilliams,0.0,"[0.0, 0.0, 0.0, 0.0]",0.26548672566371684,0.0,0.85,0.19047619047619047,0.0
A. GiovinazziAlfa Romeo,0.0,"[0.0, 0.0, 0.0, 0.0]",0.2629582806573957,0.009523809523809525,0.7,0.19047619047619047,0.0
M. SchumacherHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0]",0.26548672566371684,0.0,0.9,0.19047619047619047,0.0
R. KubicaAlfa Romeo,0.0,"[0.0, 0.0, 0.0, 0.0]",0.26548672566371684,0.0,0.95,0.19047619047619047,0.0
N. MazepinHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0]",0.26548672566371684,0.0,1.0,0.19047619047619047,0.0
M. VerstappenRed Bull Racing,0.84,"[18.0, 25.0, 18.0, 19.0, 25.0]",0.0,1.0,0.0,0.23809523809523808,26.0
L. HamiltonMercedes,0.8079999999999999,"[25.0, 19.0, 25.0, 25.0, 7.0]",0.010113780025284451,0.9619047619047619,0.05,0.23809523809523808,18.0
V. BottasMercedes,0.376,"[16.0, 0.0, 16.0, 15.0, 0.0]",0.14664981036662453,0.44761904761904764,0.25,0.23809523809523808,12.0
S. PerezRed Bull Racing,0.35200000000000004,"[10.0, 0.0, 12.0, 10.0, 12.0]",0.09102402022756005,0.6571428571428571,0.1,0.23809523809523808,15.0
C. SainzFerrari,0.304,"[4.0, 10.0, 0.0, 6.0, 18.0]",0.1592920353982301,0.4,0.3,0.23809523809523808,0.0
L. NorrisMcLaren,0.44799999999999995,"[12.0, 15.0, 10.0, 4.0, 15.0]",0.0986093552465234,0.6285714285714286,0.15,0.23809523809523808,10.0
C. LeclercFerrari,0.32,"[8.0, 12.0, 8.0, 12.0, 0.0]",0.13400758533501897,0.49523809523809526,0.2,0.23809523809523808,0.0
D. RicciardoMcLaren,0.192,"[6.0, 8.0, 2.0, 8.0, 0.0]",0.1997471554993679,0.24761904761904763,0.45,0.23809523809523808,8.0
P. GaslyRacing Bulls,0.128,"[0.0, 6.0, 1.0, 1.0, 8.0]",0.18710493046776233,0.29523809523809524,0.35,0.23809523809523808,6.0
F. AlonsoAlpine,0.04,"[0.0, 1.0, 4.0, 0.0, 0.0]",0.23261694058154236,0.12380952380952381,0.5,0.23809523809523808,4.0
E. OconAlpine,0.096,"[0.0, 2.0, 6.0, 2.0, 2.0]",0.23514538558786346,0.11428571428571428,0.55,0.23809523809523808,0.0
S. VettelAston Martin Racing,0.08,"[0.0, 0.0, 0.0, 0.0, 10.0]",0.19469026548672566,0.26666666666666666,0.4,0.23809523809523808,2.0
L. StrollAston Martin Racing,0.07200000000000001,"[1.0, 4.0, 0.0, 0.0, 4.0]",0.2427307206068268,0.08571428571428572,0.6,0.23809523809523808,1.0
Y. TsunodaRacing Bulls,0.016,"[2.0, 0.0, 0.0, 0.0, 0.0]",0.24525916561314792,0.0761904761904762,0.65,0.23809523809523808,0.0
G. RussellWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.26548672566371684,0.0,0.8,0.23809523809523808,0.0
K. RaikkonenAlfa Romeo,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.2629582806573957,0.009523809523809525,0.7,0.23809523809523808,0.0
N. LatifiWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.26548672566371684,0.0,0.85,0.23809523809523808,0.0
A. GiovinazziAlfa Romeo,0.008,"[0.0, 0.0, 0.0, 0.0, 1.0]",0.2629582806573957,0.009523809523809525,0.75,0.23809523809523808,0.0
M. SchumacherHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.26548672566371684,0.0,0.9,0.23809523809523808,0.0
R. KubicaAlfa Romeo,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.26548672566371684,0.0,0.95,0.23809523809523808,0.0
N. MazepinHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.26548672566371684,0.0,1.0,0.23809523809523808,0.0
M. VerstappenRed Bull Racing,0.696,"[25.0, 18.0, 19.0, 25.0, 0.0]",0.0,1.0,0.0,0.2857142857142857,25.0
L. HamiltonMercedes,0.608,"[19.0, 25.0, 25.0, 7.0, 0.0]",0.03034134007585335,0.9083969465648855,0.05,0.2857142857142857,19.0
V. BottasMercedes,0.248,"[0.0, 16.0, 15.0, 0.0, 0.0]",0.1820480404551201,0.45038167938931295,0.2,0.2857142857142857,15.0
S. PerezRed Bull Racing,0.47200000000000003,"[0.0, 12.0, 10.0, 12.0, 25.0]",0.11883691529709228,0.6412213740458015,0.1,0.2857142857142857,12.0
C. SainzFerrari,0.304,"[10.0, 0.0, 6.0, 18.0, 4.0]",0.225031605562579,0.32061068702290074,0.3,0.2857142857142857,8.0
L. NorrisMcLaren,0.43200000000000005,"[15.0, 10.0, 4.0, 15.0, 10.0]",0.1390644753476612,0.5801526717557252,0.15,0.2857142857142857,10.0
C. LeclercFerrari,0.35200000000000004,"[12.0, 8.0, 12.0, 0.0, 12.0]",0.1997471554993679,0.3969465648854962,0.25,0.2857142857142857,6.0
D. RicciardoMcLaren,0.16,"[8.0, 2.0, 8.0, 0.0, 2.0]",0.24525916561314792,0.2595419847328244,0.4,0.2857142857142857,0.0
P. GaslyRacing Bulls,0.248,"[6.0, 1.0, 1.0, 8.0, 15.0]",0.23767383059418457,0.2824427480916031,0.35,0.2857142857142857,0.0
F. AlonsoAlpine,0.10400000000000001,"[1.0, 4.0, 0.0, 0.0, 8.0]",0.28824273072060685,0.1297709923664122,0.5,0.2857142857142857,2.0
E. OconAlpine,0.096,"[2.0, 6.0, 2.0, 2.0, 0.0]",0.3008849557522124,0.0916030534351145,0.55,0.2857142857142857,0.0
S. VettelAston Martin Racing,0.22399999999999998,"[0.0, 0.0, 0.0, 10.0, 18.0]",0.2553729456384324,0.22900763358778625,0.45,0.2857142857142857,0.0
L. StrollAston Martin Racing,0.064,"[4.0, 0.0, 0.0, 4.0, 0.0]",0.3059418457648546,0.07633587786259542,0.6,0.2857142857142857,4.0
Y. TsunodaRacing Bulls,0.048,"[0.0, 0.0, 0.0, 0.0, 6.0]",0.3109987357774968,0.061068702290076333,0.65,0.2857142857142857,1.0
G. RussellWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.33122629582806573,0.0,0.8,0.2857142857142857,0.0
K. RaikkonenAlfa Romeo,0.008,"[0.0, 0.0, 0.0, 0.0, 1.0]",0.32869785082174463,0.007633587786259542,0.7,0.2857142857142857,0.0
N. LatifiWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.33122629582806573,0.0,0.85,0.2857142857142857,0.0
A. GiovinazziAlfa Romeo,0.008,"[0.0, 0.0, 0.0, 1.0, 0.0]",0.32869785082174463,0.007633587786259542,0.75,0.2857142857142857,0.0
M. SchumacherHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.33122629582806573,0.0,0.9,0.2857142857142857,0.0
R. KubicaAlfa Romeo,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.33122629582806573,0.0,0.95,0.2857142857142857,0.0
N. MazepinHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.33122629582806573,0.0,1.0,0.2857142857142857,0.0
M. VerstappenRed Bull Racing,0.7040000000000001,"[18.0, 19.0, 25.0, 0.0, 26.0]",0.0,1.0,0.0,0.3333333333333333,26.0
L. HamiltonMercedes,0.6,"[25.0, 25.0, 7.0, 0.0, 18.0]",0.045512010113780026,0.8846153846153846,0.05,0.3333333333333333,12.0
V. BottasMercedes,0.344,"[16.0, 15.0, 0.0, 0.0, 12.0]",0.20733249051833122,0.47435897435897434,0.2,0.3333333333333333,18.0
S. PerezRed Bull Racing,0.5920000000000001,"[12.0, 10.0, 12.0, 25.0, 15.0]",0.15170670037926676,0.6153846153846154,0.1,0.3333333333333333,8.0
C. SainzFerrari,0.22399999999999998,"[0.0, 6.0, 18.0, 4.0, 0.0]",0.26801517067003794,0.32051282051282054,0.3,0.3333333333333333,10.0
L. NorrisMcLaren,0.392,"[10.0, 4.0, 15.0, 10.0, 10.0]",0.17699115044247787,0.5512820512820513,0.15,0.3333333333333333,15.0
C. LeclercFerrari,0.256,"[8.0, 12.0, 0.0, 12.0, 0.0]",0.24778761061946902,0.3717948717948718,0.25,0.3333333333333333,4.0
D. RicciardoMcLaren,0.16,"[2.0, 8.0, 0.0, 2.0, 8.0]",0.3084702907711757,0.21794871794871795,0.4,0.3333333333333333,6.0
P. GaslyRacing Bulls,0.248,"[1.0, 1.0, 8.0, 15.0, 6.0]",0.3008849557522124,0.23717948717948717,0.35,0.3333333333333333,2.0
F. AlonsoAlpine,0.128,"[4.0, 0.0, 0.0, 8.0, 4.0]",0.3463969658659924,0.12179487179487179,0.5,0.3333333333333333,1.0
E. OconAlpine,0.08,"[6.0, 2.0, 2.0, 0.0, 0.0]",0.3640960809102402,0.07692307692307693,0.6,0.3333333333333333,0.0
S. VettelAston Martin Racing,0.24,"[0.0, 0.0, 10.0, 18.0, 2.0]",0.3185840707964602,0.19230769230769232,0.45,0.3333333333333333,0.0
L. StrollAston Martin Racing,0.04,"[0.0, 0.0, 4.0, 0.0, 1.0]",0.359039190897598,0.08974358974358974,0.55,0.3333333333333333,0.0
Y. TsunodaRacing Bulls,0.048,"[0.0, 0.0, 0.0, 6.0, 0.0]",0.37168141592920356,0.057692307692307696,0.65,0.3333333333333333,0.0
G. RussellWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.3944374209860936,0.0,0.8,0.3333333333333333,0.0
K. RaikkonenAlfa Romeo,0.008,"[0.0, 0.0, 0.0, 1.0, 0.0]",0.3919089759797724,0.00641025641025641,0.7,0.3333333333333333,0.0
N. LatifiWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.3944374209860936,0.0,0.85,0.3333333333333333,0.0
A. GiovinazziAlfa Romeo,0.008,"[0.0, 0.0, 1.0, 0.0, 0.0]",0.3919089759797724,0.00641025641025641,0.75,0.3333333333333333,0.0
M. SchumacherHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.3944374209860936,0.0,0.9,0.3333333333333333,0.0
R. KubicaAlfa Romeo,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.3944374209860936,0.0,0.95,0.3333333333333333,0.0
N. MazepinHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.3944374209860936,0.0,1.0,0.3333333333333333,0.0
M. VerstappenRed Bull Racing,0.76,"[19.0, 25.0, 0.0, 26.0, 25.0]",0.0,1.0,0.0,0.38095238095238093,3.0
L. HamiltonMercedes,0.552,"[25.0, 7.0, 0.0, 18.0, 19.0]",0.08091024020227561,0.8241758241758241,0.05,0.38095238095238093,27.0
V. BottasMercedes,0.336,"[15.0, 0.0, 0.0, 12.0, 15.0]",0.22756005056890014,0.5054945054945055,0.2,0.38095238095238093,16.0
S. PerezRed Bull Racing,0.5920000000000001,"[10.0, 12.0, 25.0, 15.0, 12.0]",0.1972187104930468,0.5714285714285714,0.1,0.38095238095238093,0.0
C. SainzFerrari,0.28800000000000003,"[6.0, 18.0, 4.0, 0.0, 8.0]",0.3084702907711757,0.32967032967032966,0.3,0.38095238095238093,8.0
L. NorrisMcLaren,0.392,"[4.0, 15.0, 10.0, 10.0, 10.0]",0.20480404551201012,0.554945054945055,0.15,0.38095238095238093,12.0
C. LeclercFerrari,0.24,"[12.0, 0.0, 12.0, 0.0, 6.0]",0.3034134007585335,0.34065934065934067,0.25,0.38095238095238093,18.0
D. RicciardoMcLaren,0.14400000000000002,"[8.0, 0.0, 2.0, 8.0, 0.0]",0.359039190897598,0.21978021978021978,0.35,0.38095238095238093,10.0
P. GaslyRacing Bulls,0.24,"[1.0, 8.0, 15.0, 6.0, 0.0]",0.3615676359039191,0.21428571428571427,0.4,0.38095238095238093,0.0
F. AlonsoAlpine,0.11199999999999999,"[0.0, 0.0, 8.0, 4.0, 2.0]",0.40960809102402024,0.10989010989010989,0.5,0.38095238095238093,6.0
E. OconAlpine,0.032,"[2.0, 2.0, 0.0, 0.0, 0.0]",0.42983565107458915,0.06593406593406594,0.6,0.38095238095238093,2.0
S. VettelAston Martin Racing,0.24,"[0.0, 10.0, 18.0, 2.0, 0.0]",0.3843236409608091,0.16483516483516483,0.45,0.38095238095238093,0.0
L. StrollAston Martin Racing,0.07200000000000001,"[0.0, 4.0, 0.0, 1.0, 4.0]",0.4247787610619469,0.07692307692307693,0.55,0.38095238095238093,4.0
Y. TsunodaRacing Bulls,0.055999999999999994,"[0.0, 0.0, 6.0, 0.0, 1.0]",0.43742098609355246,0.04945054945054945,0.65,0.38095238095238093,1.0
G. RussellWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.46017699115044247,0.0,0.8,0.38095238095238093,0.0
K. RaikkonenAlfa Romeo,0.008,"[0.0, 0.0, 1.0, 0.0, 0.0]",0.45764854614412137,0.005494505494505495,0.7,0.38095238095238093,0.0
N. LatifiWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.46017699115044247,0.0,0.85,0.38095238095238093,0.0
A. GiovinazziAlfa Romeo,0.008,"[0.0, 1.0, 0.0, 0.0, 0.0]",0.45764854614412137,0.005494505494505495,0.75,0.38095238095238093,0.0
M. SchumacherHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.46017699115044247,0.0,0.9,0.38095238095238093,0.0
R. KubicaAlfa Romeo,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.46017699115044247,0.0,0.95,0.38095238095238093,0.0
N. MazepinHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.46017699115044247,0.0,1.0,0.38095238095238093,0.0
M. VerstappenRed Bull Racing,0.816,"[25.0, 0.0, 26.0, 25.0, 26.0]",0.0,1.0,0.0,0.42857142857142855,2.0
L. HamiltonMercedes,0.44799999999999995,"[7.0, 0.0, 18.0, 19.0, 12.0]",0.020227560050568902,0.9567567567567568,0.05,0.42857142857142855,18.0
V. BottasMercedes,0.36,"[0.0, 0.0, 12.0, 15.0, 18.0]",0.19469026548672566,0.5837837837837838,0.15,0.42857142857142855,0.0
S. PerezRed Bull Racing,0.5760000000000001,"[12.0, 25.0, 15.0, 12.0, 8.0]",0.20480404551201012,0.5621621621621622,0.2,0.42857142857142855,0.0
C. SainzFerrari,0.32,"[18.0, 4.0, 0.0, 8.0, 10.0]",0.29582806573957016,0.3675675675675676,0.3,0.42857142857142855,15.0
L. NorrisMcLaren,0.48,"[15.0, 10.0, 10.0, 10.0, 15.0]",0.1820480404551201,0.6108108108108108,0.1,0.42857142857142855,0.0
C. LeclercFerrari,0.17600000000000002,"[0.0, 12.0, 0.0, 6.0, 4.0]",0.26548672566371684,0.43243243243243246,0.25,0.42857142857142855,0.0
D. RicciardoMcLaren,0.128,"[0.0, 2.0, 8.0, 0.0, 6.0]",0.3413400758533502,0.2702702702702703,0.35,0.42857142857142855,0.0
P. GaslyRacing Bulls,0.248,"[8.0, 15.0, 6.0, 0.0, 2.0]",0.3691529709228824,0.21081081081081082,0.4,0.42857142857142855,11.0
F. AlonsoAlpine,0.12,"[0.0, 8.0, 4.0, 2.0, 1.0]",0.4020227560050569,0.14054054054054055,0.5,0.42857142857142855,12.0
E. OconAlpine,0.016,"[2.0, 0.0, 0.0, 0.0, 0.0]",0.43236409608091025,0.07567567567567568,0.6,0.42857142857142855,25.0
S. VettelAston Martin Racing,0.24,"[10.0, 18.0, 2.0, 0.0, 0.0]",0.3919089759797724,0.16216216216216217,0.45,0.42857142857142855,0.0
L. StrollAston Martin Racing,0.07200000000000001,"[4.0, 0.0, 1.0, 4.0, 0.0]",0.4222503160556258,0.0972972972972973,0.55,0.42857142857142855,0.0
Y. TsunodaRacing Bulls,0.055999999999999994,"[0.0, 6.0, 0.0, 1.0, 0.0]",0.4424778761061947,0.05405405405405406,0.65,0.42857142857142855,8.0
G. RussellWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.46776232616940583,0.0,0.8,0.42857142857142855,4.0
K. RaikkonenAlfa Romeo,0.008,"[0.0, 1.0, 0.0, 0.0, 0.0]",0.46523388116308473,0.005405405405405406,0.7,0.42857142857142855,1.0
N. LatifiWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.46776232616940583,0.0,0.85,0.42857142857142855,6.0
A. GiovinazziAlfa Romeo,0.008,"[1.0, 0.0, 0.0, 0.0, 0.0]",0.46523388116308473,0.005405405405405406,0.75,0.42857142857142855,0.0
M. SchumacherHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.46776232616940583,0.0,0.9,0.42857142857142855,0.0
R. KubicaAlfa Romeo,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.46776232616940583,0.0,0.95,0.42857142857142855,0.0
N. MazepinHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.46776232616940583,0.0,1.0,0.42857142857142855,0.0
M. VerstappenRed Bull Racing,0.64,"[0.0, 26.0, 25.0, 26.0, 3.0]",0.020227560050568902,0.958974358974359,0.05,0.47619047619047616,12.5
L. HamiltonMercedes,0.608,"[0.0, 18.0, 19.0, 12.0, 27.0]",0.0,1.0,0.0,0.47619047619047616,7.5
V. BottasMercedes,0.488,"[0.0, 12.0, 15.0, 18.0, 16.0]",0.21997471554993678,0.5538461538461539,0.15,0.47619047619047616,0.0
S. PerezRed Bull Racing,0.48,"[25.0, 15.0, 12.0, 8.0, 0.0]",0.23008849557522124,0.5333333333333333,0.2,0.47619047619047616,0.0
C. SainzFerrari,0.24,"[4.0, 0.0, 8.0, 10.0, 8.0]",0.2831858407079646,0.4256410256410256,0.25,0.47619047619047616,0.5
L. NorrisMcLaren,0.456,"[10.0, 10.0, 10.0, 15.0, 12.0]",0.20733249051833122,0.5794871794871795,0.1,0.47619047619047616,0.0
C. LeclercFerrari,0.32,"[12.0, 0.0, 6.0, 4.0, 18.0]",0.29077117572692796,0.41025641025641024,0.3,0.47619047619047616,2.0
D. RicciardoMcLaren,0.20800000000000002,"[2.0, 8.0, 0.0, 6.0, 10.0]",0.3666245259165613,0.2564102564102564,0.35,0.47619047619047616,6.0
P. GaslyRacing Bulls,0.184,"[15.0, 6.0, 0.0, 2.0, 0.0]",0.3666245259165613,0.2564102564102564,0.4,0.47619047619047616,4.0
F. AlonsoAlpine,0.168,"[8.0, 4.0, 2.0, 1.0, 6.0]",0.3969658659924147,0.19487179487179487,0.5,0.47619047619047616,0.0
E. OconAlpine,0.016,"[0.0, 0.0, 0.0, 0.0, 2.0]",0.3944374209860936,0.2,0.45,0.47619047619047616,3.0
S. VettelAston Martin Racing,0.16,"[18.0, 2.0, 0.0, 0.0, 0.0]",0.41719342604298354,0.15384615384615385,0.55,0.47619047619047616,5.0
L. StrollAston Martin Racing,0.07200000000000001,"[0.0, 1.0, 4.0, 0.0, 4.0]",0.4475347661188369,0.09230769230769231,0.6,0.47619047619047616,0.0
Y. TsunodaRacing Bulls,0.064,"[6.0, 0.0, 1.0, 0.0, 1.0]",0.4475347661188369,0.09230769230769231,0.65,0.47619047619047616,0.0
G. RussellWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.4829329962073325,0.020512820512820513,0.75,0.47619047619047616,9.0
K. RaikkonenAlfa Romeo,0.008,"[1.0, 0.0, 0.0, 0.0, 0.0]",0.4879898862199747,0.010256410256410256,0.8,0.47619047619047616,0.0
N. LatifiWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.4778761061946903,0.03076923076923077,0.7,0.47619047619047616,1.0
A. GiovinazziAlfa Romeo,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.49051833122629585,0.005128205128205128,0.85,0.47619047619047616,0.0
M. SchumacherHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.49304677623261695,0.0,0.9,0.47619047619047616,0.0
R. KubicaAlfa Romeo,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.49304677623261695,0.0,0.95,0.47619047619047616,0.0
N. MazepinHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.49304677623261695,0.0,1.0,0.47619047619047616,0.0
M. VerstappenRed Bull Racing,0.6559999999999999,"[26.0, 25.0, 26.0, 3.0, 2.0]",0.007585335018963337,0.9851851851851852,0.05,0.5238095238095238,25.0
L. HamiltonMercedes,0.752,"[18.0, 19.0, 12.0, 27.0, 18.0]",0.0,1.0,0.0,0.5238095238095238,19.0
V. BottasMercedes,0.488,"[12.0, 15.0, 18.0, 16.0, 0.0]",0.23893805309734514,0.5333333333333333,0.15,0.5238095238095238,15.0
S. PerezRed Bull Racing,0.28,"[15.0, 12.0, 8.0, 0.0, 0.0]",0.24905183312262957,0.5135802469135803,0.2,0.5238095238095238,4.0
C. SainzFerrari,0.32799999999999996,"[0.0, 8.0, 10.0, 8.0, 15.0]",0.3008849557522124,0.4123456790123457,0.25,0.5238095238095238,6.0
L. NorrisMcLaren,0.376,"[10.0, 10.0, 15.0, 12.0, 0.0]",0.22629582806573956,0.5580246913580247,0.1,0.5238095238095238,1.0
C. LeclercFerrari,0.22399999999999998,"[0.0, 6.0, 4.0, 18.0, 0.0]",0.30467762326169406,0.4049382716049383,0.3,0.5238095238095238,10.0
D. RicciardoMcLaren,0.192,"[8.0, 0.0, 6.0, 10.0, 0.0]",0.37041719342604296,0.2765432098765432,0.35,0.5238095238095238,0.0
P. GaslyRacing Bulls,0.152,"[6.0, 0.0, 2.0, 0.0, 11.0]",0.3754740834386852,0.26666666666666666,0.4,0.5238095238095238,12.0
F. AlonsoAlpine,0.2,"[4.0, 2.0, 1.0, 6.0, 12.0]",0.415929203539823,0.18765432098765433,0.5,0.5238095238095238,8.0
E. OconAlpine,0.21600000000000003,"[0.0, 0.0, 0.0, 2.0, 25.0]",0.40581542351453853,0.2074074074074074,0.45,0.5238095238095238,2.0
S. VettelAston Martin Racing,0.016,"[2.0, 0.0, 0.0, 0.0, 0.0]",0.42351453855878635,0.1728395061728395,0.55,0.5238095238095238,0.0
L. StrollAston Martin Racing,0.07200000000000001,"[1.0, 4.0, 0.0, 4.0, 0.0]",0.4664981036662453,0.08888888888888889,0.6,0.5238095238095238,0.0
Y. TsunodaRacing Bulls,0.08,"[0.0, 1.0, 0.0, 1.0, 8.0]",0.4664981036662453,0.08888888888888889,0.65,0.5238095238095238,0.0
G. RussellWilliams,0.032,"[0.0, 0.0, 0.0, 0.0, 4.0]",0.47914032869785084,0.06419753086419754,0.7,0.5238095238095238,0.0
K. RaikkonenAlfa Romeo,0.008,"[0.0, 0.0, 0.0, 0.0, 1.0]",0.506953223767383,0.009876543209876543,0.8,0.5238095238095238,0.0
N. LatifiWilliams,0.048,"[0.0, 0.0, 0.0, 0.0, 6.0]",0.4943109987357775,0.0345679012345679,0.75,0.5238095238095238,0.0
A. GiovinazziAlfa Romeo,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5094816687737042,0.0049382716049382715,0.85,0.5238095238095238,0.0
M. SchumacherHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5120101137800253,0.0,0.9,0.5238095238095238,0.0
R. KubicaAlfa Romeo,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5120101137800253,0.0,0.95,0.5238095238095238,0.0
N. MazepinHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5120101137800253,0.0,1.0,0.5238095238095238,0.0
M. VerstappenRed Bull Racing,0.5479999999999999,"[25.0, 26.0, 3.0, 2.0, 12.5]",0.0,1.0,0.0,0.5714285714285714,2.0
L. HamiltonMercedes,0.6679999999999999,"[19.0, 12.0, 27.0, 18.0, 7.5]",0.007585335018963337,0.9866369710467706,0.05,0.5714285714285714,0.0
V. BottasMercedes,0.392,"[15.0, 18.0, 16.0, 0.0, 0.0]",0.25663716814159293,0.5478841870824054,0.1,0.5714285714285714,18.0
S. PerezRed Bull Racing,0.16,"[12.0, 8.0, 0.0, 0.0, 0.0]",0.2945638432364096,0.48106904231625836,0.2,0.5714285714285714,10.0
C. SainzFerrari,0.332,"[8.0, 10.0, 8.0, 15.0, 0.5]",0.3413400758533502,0.3986636971046771,0.3,0.5714285714285714,8.0
L. NorrisMcLaren,0.29600000000000004,"[10.0, 15.0, 12.0, 0.0, 0.0]",0.27939317319848295,0.5077951002227171,0.15,0.5714285714285714,18.0
C. LeclercFerrari,0.24,"[6.0, 4.0, 18.0, 0.0, 2.0]",0.3350189633375474,0.40979955456570155,0.25,0.5714285714285714,12.0
D. RicciardoMcLaren,0.17600000000000002,"[0.0, 6.0, 10.0, 0.0, 6.0]",0.42604298356510745,0.24944320712694878,0.4,0.5714285714285714,27.0
P. GaslyRacing Bulls,0.136,"[0.0, 2.0, 0.0, 11.0, 4.0]",0.40075853350189633,0.29398663697104677,0.35,0.5714285714285714,0.0
F. AlonsoAlpine,0.168,"[2.0, 1.0, 6.0, 12.0, 0.0]",0.45132743362831856,0.20489977728285078,0.45,0.5714285714285714,4.0
E. OconAlpine,0.24,"[0.0, 0.0, 2.0, 25.0, 3.0]",0.4563843236409608,0.19599109131403117,0.5,0.5714285714285714,1.0
S. VettelAston Martin Racing,0.04,"[0.0, 0.0, 0.0, 0.0, 5.0]",0.47914032869785084,0.155902004454343,0.55,0.5714285714285714,0.0
L. StrollAston Martin Racing,0.064,"[4.0, 0.0, 4.0, 0.0, 0.0]",0.5221238938053098,0.0801781737193764,0.6,0.5714285714285714,6.0
Y. TsunodaRacing Bulls,0.08,"[1.0, 0.0, 1.0, 8.0, 0.0]",0.5221238938053098,0.0801781737193764,0.65,0.5714285714285714,0.0
G. RussellWilliams,0.10400000000000001,"[0.0, 0.0, 0.0, 4.0, 9.0]",0.5347661188369153,0.05790645879732739,0.7,0.5714285714285714,2.0
K. RaikkonenAlfa Romeo,0.008,"[0.0, 0.0, 0.0, 1.0, 0.0]",0.5625790139064475,0.008908685968819599,0.8,0.5714285714285714,0.0
