driver,prev5_avg,prev5_points,points_behind_leader,percent_of_max,position,race_number,future_results
N. LatifiWilliams,0.055999999999999994,"[0.0, 0.0, 0.0, 6.0, 1.0]",0.549936788874842,0.031180400890868598,0.75,0.5714285714285714,0.0
A. GiovinazziAlfa Romeo,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5651074589127687,0.004454342984409799,0.85,0.5714285714285714,0.0
M. SchumacherHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5676359039190898,0.0,0.9,0.5714285714285714,0.0
R. KubicaAlfa Romeo,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5676359039190898,0.0,0.95,0.5714285714285714,0.0
N. MazepinHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5676359039190898,0.0,1.0,0.5714285714285714,0.0
M. VerstappenRed Bull Racing,0.5479999999999999,"[26.0, 3.0, 2.0, 12.5, 25.0]",0.0,1.0,0.0,0.6190476190476191,18.0
L. HamiltonMercedes,0.6679999999999999,"[12.0, 27.0, 18.0, 7.5, 19.0]",0.012642225031605562,0.977924944812362,0.05,0.6190476190476191,25.0
V. BottasMercedes,0.392,"[18.0, 16.0, 0.0, 0.0, 15.0]",0.21618204804045513,0.6225165562913907,0.1,0.6190476190476191,10.0
S. PerezRed Bull Racing,0.096,"[8.0, 0.0, 0.0, 0.0, 4.0]",0.2743362831858407,0.5209713024282561,0.2,0.6190476190476191,2.0
C. SainzFerrari,0.316,"[10.0, 8.0, 15.0, 0.5, 6.0]",0.32616940581542353,0.4304635761589404,0.3,0.6190476190476191,15.0
L. NorrisMcLaren,0.22399999999999998,"[15.0, 12.0, 0.0, 0.0, 1.0]",0.23893805309734514,0.5827814569536424,0.15,0.6190476190476191,7.0
C. LeclercFerrari,0.272,"[4.0, 18.0, 0.0, 2.0, 10.0]",0.30973451327433627,0.45916114790286977,0.25,0.6190476190476191,0.0
D. RicciardoMcLaren,0.17600000000000002,"[6.0, 10.0, 0.0, 6.0, 0.0]",0.36283185840707965,0.36644591611479027,0.35,0.6190476190476191,12.0
P. GaslyRacing Bulls,0.23199999999999998,"[2.0, 0.0, 11.0, 4.0, 12.0]",0.40581542351453853,0.2913907284768212,0.4,0.6190476190476191,0.0
F. AlonsoAlpine,0.21600000000000003,"[1.0, 6.0, 12.0, 0.0, 8.0]",0.44627054361567636,0.22075055187637968,0.45,0.6190476190476191,8.0
E. OconAlpine,0.256,"[0.0, 2.0, 25.0, 3.0, 2.0]",0.4589127686472819,0.1986754966887417,0.5,0.6190476190476191,0.0
S. VettelAston Martin Racing,0.04,"[0.0, 0.0, 0.0, 5.0, 0.0]",0.48419721871049304,0.1545253863134658,0.55,0.6190476190476191,0.0
L. StrollAston Martin Racing,0.032,"[0.0, 4.0, 0.0, 0.0, 0.0]",0.5120101137800253,0.10596026490066225,0.6,0.6190476190476191,0.0
Y. TsunodaRacing Bulls,0.07200000000000001,"[0.0, 1.0, 8.0, 0.0, 0.0]",0.527180783817952,0.07947019867549669,0.65,0.6190476190476191,0.0
G. RussellWilliams,0.10400000000000001,"[0.0, 0.0, 4.0, 9.0, 0.0]",0.5347661188369153,0.06622516556291391,0.7,0.6190476190476191,1.0
K. RaikkonenAlfa Romeo,0.008,"[0.0, 0.0, 1.0, 0.0, 0.0]",0.5676359039190898,0.008830022075055188,0.8,0.6190476190476191,4.0
N. LatifiWilliams,0.055999999999999994,"[0.0, 0.0, 6.0, 1.0, 0.0]",0.5549936788874842,0.03090507726269316,0.75,0.6190476190476191,0.0
A. GiovinazziAlfa Romeo,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5701643489254109,0.004415011037527594,0.85,0.6190476190476191,0.0
M. SchumacherHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.572692793931732,0.0,0.9,0.6190476190476191,0.0
R. KubicaAlfa Romeo,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.572692793931732,0.0,0.95,0.6190476190476191,0.0
N. MazepinHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.572692793931732,0.0,1.0,0.6190476190476191,0.0
M. VerstappenRed Bull Racing,0.35600000000000004,"[3.0, 2.0, 12.5, 25.0, 2.0]",0.0050568900126422255,0.9918864097363083,0.05,0.6666666666666666,18.0
L. HamiltonMercedes,0.5720000000000001,"[27.0, 18.0, 7.5, 19.0, 0.0]",0.0,1.0,0.0,0.6666666666666666,10.0
V. BottasMercedes,0.392,"[16.0, 0.0, 0.0, 15.0, 18.0]",0.24146649810366624,0.6125760649087221,0.1,0.6666666666666666,26.0
S. PerezRed Bull Racing,0.11199999999999999,"[0.0, 0.0, 0.0, 4.0, 10.0]",0.3198482932996207,0.486815415821501,0.2,0.6666666666666666,15.0
C. SainzFerrari,0.3,"[8.0, 15.0, 0.5, 6.0, 8.0]",0.3388116308470291,0.4563894523326572,0.25,0.6666666666666666,4.0
L. NorrisMcLaren,0.248,"[12.0, 0.0, 0.0, 1.0, 18.0]",0.2718078381795196,0.563894523326572,0.15,0.6666666666666666,6.0
C. LeclercFerrari,0.336,"[18.0, 0.0, 2.0, 10.0, 12.0]",0.36030341340075855,0.42190669371196754,0.3,0.6666666666666666,12.0
D. RicciardoMcLaren,0.344,"[10.0, 0.0, 6.0, 0.0, 27.0]",0.38305941845764857,0.385395537525355,0.35,0.6666666666666666,0.0
P. GaslyRacing Bulls,0.21600000000000003,"[0.0, 11.0, 4.0, 12.0, 0.0]",0.4563843236409608,0.26774847870182555,0.4,0.6666666666666666,8.0
F. AlonsoAlpine,0.24,"[6.0, 12.0, 0.0, 8.0, 4.0]",0.47661188369152974,0.23529411764705882,0.45,0.6666666666666666,0.0
E. OconAlpine,0.264,"[2.0, 25.0, 3.0, 2.0, 1.0]",0.5094816687737042,0.18255578093306288,0.5,0.6666666666666666,1.0
S. VettelAston Martin Racing,0.04,"[0.0, 0.0, 5.0, 0.0, 0.0]",0.5347661188369153,0.14198782961460446,0.55,0.6666666666666666,0.0
L. StrollAston Martin Racing,0.08,"[4.0, 0.0, 0.0, 0.0, 6.0]",0.5625790139064475,0.0973630831643002,0.6,0.6666666666666666,2.0
Y. TsunodaRacing Bulls,0.07200000000000001,"[1.0, 8.0, 0.0, 0.0, 0.0]",0.5777496839443742,0.07302231237322515,0.65,0.6666666666666666,0.0
G. RussellWilliams,0.12,"[0.0, 4.0, 9.0, 0.0, 2.0]",0.5828065739570164,0.06490872210953347,0.7,0.6666666666666666,0.0
K. RaikkonenAlfa Romeo,0.008,"[0.0, 1.0, 0.0, 0.0, 0.0]",0.6080910240202275,0.02434077079107505,0.8,0.6666666666666666,0.0
N. LatifiWilliams,0.055999999999999994,"[0.0, 6.0, 1.0, 0.0, 0.0]",0.6055625790139064,0.028397565922920892,0.75,0.6666666666666666,0.0
A. GiovinazziAlfa Romeo,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6207332490518331,0.004056795131845842,0.85,0.6666666666666666,0.0
M. SchumacherHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6232616940581542,0.0,0.9,0.6666666666666666,0.0
R. KubicaAlfa Romeo,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6232616940581542,0.0,0.95,0.6666666666666666,0.0
N. MazepinHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6232616940581542,0.0,1.0,0.6666666666666666,0.0
M. VerstappenRed Bull Racing,0.47600000000000003,"[2.0, 12.5, 25.0, 2.0, 18.0]",0.0,1.0,0.0,0.7142857142857143,25.0
L. HamiltonMercedes,0.556,"[18.0, 7.5, 19.0, 0.0, 25.0]",0.015170670037926675,0.9771428571428571,0.05,0.7142857142857143,19.0
V. BottasMercedes,0.344,"[0.0, 0.0, 15.0, 18.0, 10.0]",0.21618204804045513,0.6742857142857143,0.1,0.7142857142857143,8.0
S. PerezRed Bull Racing,0.128,"[0.0, 0.0, 4.0, 10.0, 2.0]",0.3223767383059418,0.5142857142857142,0.2,0.7142857142857143,15.0
C. SainzFerrari,0.35600000000000004,"[15.0, 0.5, 6.0, 8.0, 15.0]",0.3691529709228824,0.4438095238095238,0.25,0.7142857142857143,6.0
L. NorrisMcLaren,0.20800000000000002,"[0.0, 0.0, 1.0, 18.0, 7.0]",0.2970922882427307,0.5523809523809524,0.15,0.7142857142857143,4.0
C. LeclercFerrari,0.192,"[0.0, 2.0, 10.0, 12.0, 0.0]",0.37041719342604296,0.4419047619047619,0.3,0.7142857142857143,12.0
D. RicciardoMcLaren,0.36,"[0.0, 6.0, 0.0, 27.0, 12.0]",0.42351453855878635,0.3619047619047619,0.35,0.7142857142857143,10.0
P. GaslyRacing Bulls,0.21600000000000003,"[11.0, 4.0, 12.0, 0.0, 0.0]",0.47661188369152974,0.2819047619047619,0.4,0.7142857142857143,0.0
F. AlonsoAlpine,0.256,"[12.0, 0.0, 8.0, 4.0, 8.0]",0.5170670037926675,0.22095238095238096,0.45,0.7142857142857143,0.0
E. OconAlpine,0.248,"[25.0, 3.0, 2.0, 1.0, 0.0]",0.5474083438685209,0.17523809523809525,0.5,0.7142857142857143,0.0
S. VettelAston Martin Racing,0.04,"[0.0, 5.0, 0.0, 0.0, 0.0]",0.5752212389380531,0.13333333333333333,0.55,0.7142857142857143,1.0
L. StrollAston Martin Racing,0.048,"[0.0, 0.0, 0.0, 6.0, 0.0]",0.5979772439949431,0.09904761904761905,0.6,0.7142857142857143,0.0
Y. TsunodaRacing Bulls,0.064,"[8.0, 0.0, 0.0, 0.0, 0.0]",0.618204804045512,0.06857142857142857,0.65,0.7142857142857143,2.0
G. RussellWilliams,0.128,"[4.0, 9.0, 0.0, 2.0, 1.0]",0.6232616940581542,0.06095238095238095,0.7,0.7142857142857143,0.0
K. RaikkonenAlfa Romeo,0.04,"[1.0, 0.0, 0.0, 0.0, 4.0]",0.6485461441213654,0.022857142857142857,0.8,0.7142857142857143,0.0
N. LatifiWilliams,0.055999999999999994,"[6.0, 1.0, 0.0, 0.0, 0.0]",0.6460176991150443,0.02666666666666667,0.75,0.7142857142857143,0.0
A. GiovinazziAlfa Romeo,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.661188369152971,0.0038095238095238095,0.85,0.7142857142857143,0.0
M. SchumacherHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6637168141592921,0.0,0.9,0.7142857142857143,0.0
R. KubicaAlfa Romeo,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6637168141592921,0.0,0.95,0.7142857142857143,0.0
N. MazepinHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6637168141592921,0.0,1.0,0.7142857142857143,0.0
M. VerstappenRed Bull Racing,0.604,"[12.5, 25.0, 2.0, 18.0, 18.0]",0.0,1.0,0.0,0.7619047619047619,25.0
L. HamiltonMercedes,0.49200000000000005,"[7.5, 19.0, 0.0, 25.0, 10.0]",0.03034134007585335,0.9582608695652174,0.05,0.7619047619047619,18.0
V. BottasMercedes,0.552,"[0.0, 15.0, 18.0, 10.0, 26.0]",0.25916561314791403,0.6434782608695652,0.1,0.7619047619047619,0.0
S. PerezRed Bull Racing,0.248,"[0.0, 4.0, 10.0, 2.0, 15.0]",0.347661188369153,0.5217391304347826,0.15,0.7619047619047619,15.0
C. SainzFerrari,0.268,"[0.5, 6.0, 8.0, 15.0, 4.0]",0.41719342604298354,0.4260869565217391,0.3,0.7619047619047619,8.0
L. NorrisMcLaren,0.256,"[0.0, 1.0, 18.0, 7.0, 6.0]",0.3501896333754741,0.5182608695652174,0.2,0.7619047619047619,1.0
C. LeclercFerrari,0.28800000000000003,"[2.0, 10.0, 12.0, 0.0, 12.0]",0.40328697850821743,0.44521739130434784,0.25,0.7619047619047619,10.0
D. RicciardoMcLaren,0.36,"[6.0, 0.0, 27.0, 12.0, 0.0]",0.461441213653603,0.3652173913043478,0.35,0.7619047619047619,0.0
P. GaslyRacing Bulls,0.192,"[4.0, 12.0, 0.0, 0.0, 8.0]",0.5398230088495575,0.2573913043478261,0.4,0.7619047619047619,12.0
F. AlonsoAlpine,0.16,"[0.0, 8.0, 4.0, 8.0, 0.0]",0.5802781289506953,0.20173913043478262,0.45,0.7619047619047619,2.0
E. OconAlpine,0.055999999999999994,"[3.0, 2.0, 1.0, 0.0, 1.0]",0.6106194690265486,0.16,0.5,0.7619047619047619,0.0
S. VettelAston Martin Racing,0.04,"[5.0, 0.0, 0.0, 0.0, 0.0]",0.6359039190897599,0.12521739130434784,0.55,0.7619047619047619,6.0
L. StrollAston Martin Racing,0.064,"[0.0, 0.0, 6.0, 0.0, 2.0]",0.661188369152971,0.09043478260869565,0.6,0.7619047619047619,0.0
Y. TsunodaRacing Bulls,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6763590391908976,0.06956521739130435,0.65,0.7619047619047619,0.0
G. RussellWilliams,0.096,"[9.0, 0.0, 2.0, 1.0, 0.0]",0.6864728192161821,0.05565217391304348,0.7,0.7619047619047619,0.0
K. RaikkonenAlfa Romeo,0.032,"[0.0, 0.0, 0.0, 4.0, 0.0]",0.7117572692793932,0.020869565217391306,0.8,0.7619047619047619,4.0
N. LatifiWilliams,0.008,"[1.0, 0.0, 0.0, 0.0, 0.0]",0.7092288242730721,0.02434782608695652,0.75,0.7619047619047619,0.0
A. GiovinazziAlfa Romeo,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.7243994943109987,0.0034782608695652175,0.85,0.7619047619047619,0.0
M. SchumacherHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.7269279393173198,0.0,0.9,0.7619047619047619,0.0
R. KubicaAlfa Romeo,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.7269279393173198,0.0,0.95,0.7619047619047619,0.0
N. MazepinHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.7269279393173198,0.0,1.0,0.7619047619047619,0.0
M. VerstappenRed Bull Racing,0.7040000000000001,"[25.0, 2.0, 18.0, 18.0, 25.0]",0.0,1.0,0.0,0.8095238095238095,20.0
L. HamiltonMercedes,0.584,"[19.0, 0.0, 25.0, 10.0, 19.0]",0.04804045512010114,0.9392,0.05,0.8095238095238095,25.0
V. BottasMercedes,0.616,"[15.0, 18.0, 10.0, 26.0, 8.0]",0.3223767383059418,0.592,0.1,0.8095238095238095,18.0
S. PerezRed Bull Racing,0.368,"[4.0, 10.0, 2.0, 15.0, 15.0]",0.3729456384323641,0.528,0.15,0.8095238095238095,13.0
C. SainzFerrari,0.312,"[6.0, 8.0, 15.0, 4.0, 6.0]",0.46017699115044247,0.4176,0.3,0.8095238095238095,9.0
L. NorrisMcLaren,0.28800000000000003,"[1.0, 18.0, 7.0, 6.0, 4.0]",0.4108723135271808,0.48,0.2,0.8095238095238095,1.0
C. LeclercFerrari,0.368,"[10.0, 12.0, 0.0, 12.0, 12.0]",0.44121365360303416,0.4416,0.25,0.8095238095238095,10.0
D. RicciardoMcLaren,0.392,"[0.0, 27.0, 12.0, 0.0, 10.0]",0.5246523388116309,0.336,0.35,0.8095238095238095,0.0
P. GaslyRacing Bulls,0.16,"[12.0, 0.0, 0.0, 8.0, 0.0]",0.572692793931732,0.2752,0.4,0.8095238095238095,6.0
F. AlonsoAlpine,0.16,"[8.0, 4.0, 8.0, 0.0, 0.0]",0.638432364096081,0.192,0.45,0.8095238095238095,2.0
E. OconAlpine,0.032,"[2.0, 1.0, 0.0, 1.0, 0.0]",0.6738305941845765,0.1472,0.5,0.8095238095238095,4.0
S. VettelAston Martin Racing,0.008,"[0.0, 0.0, 0.0, 0.0, 1.0]",0.683944374209861,0.1344,0.55,0.8095238095238095,0.0
L. StrollAston Martin Racing,0.064,"[0.0, 6.0, 0.0, 2.0, 0.0]",0.7243994943109987,0.0832,0.6,0.8095238095238095,0.0
Y. TsunodaRacing Bulls,0.016,"[0.0, 0.0, 0.0, 0.0, 2.0]",0.7395701643489254,0.064,0.65,0.8095238095238095,0.0
G. RussellWilliams,0.024,"[0.0, 2.0, 1.0, 0.0, 0.0]",0.7496839443742098,0.0512,0.7,0.8095238095238095,0.0
K. RaikkonenAlfa Romeo,0.032,"[0.0, 0.0, 4.0, 0.0, 0.0]",0.7648546144121365,0.032,0.75,0.8095238095238095,0.0
N. LatifiWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.7724399494310998,0.0224,0.8,0.8095238095238095,0.0
A. GiovinazziAlfa Romeo,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.7876106194690266,0.0032,0.85,0.8095238095238095,0.0
M. SchumacherHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.7901390644753477,0.0,0.9,0.8095238095238095,0.0
R. KubicaAlfa Romeo,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.7901390644753477,0.0,0.95,0.8095238095238095,0.0
N. MazepinHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.7901390644753477,0.0,1.0,0.8095238095238095,0.0
M. VerstappenRed Bull Racing,0.7040000000000001,"[2.0, 18.0, 18.0, 25.0, 25.0]",0.0,1.0,0.0,0.8571428571428571,19.0
L. HamiltonMercedes,0.5760000000000001,"[0.0, 25.0, 10.0, 19.0, 18.0]",0.035398230088495575,0.9578947368421052,0.05,0.8571428571428571,25.0
V. BottasMercedes,0.496,"[18.0, 10.0, 26.0, 8.0, 0.0]",0.3274336283185841,0.6105263157894737,0.1,0.8571428571428571,0.0
S. PerezRed Bull Racing,0.456,"[10.0, 2.0, 15.0, 15.0, 15.0]",0.3906447534766119,0.5353383458646617,0.15,0.8571428571428571,12.0
C. SainzFerrari,0.32799999999999996,"[8.0, 15.0, 4.0, 6.0, 8.0]",0.4879898862199747,0.4195488721804511,0.3,0.8571428571428571,6.0
L. NorrisMcLaren,0.28800000000000003,"[18.0, 7.0, 6.0, 4.0, 1.0]",0.4589127686472819,0.45413533834586467,0.2,0.8571428571428571,2.0
C. LeclercFerrari,0.368,"[12.0, 0.0, 12.0, 12.0, 10.0]",0.4664981036662453,0.44511278195488724,0.25,0.8571428571428571,4.0
D. RicciardoMcLaren,0.392,"[27.0, 12.0, 0.0, 10.0, 0.0]",0.5752212389380531,0.3157894736842105,0.35,0.8571428571428571,0.0
P. GaslyRacing Bulls,0.16,"[0.0, 0.0, 8.0, 0.0, 12.0]",0.6080910240202275,0.27669172932330827,0.4,0.8571428571428571,0.0
F. AlonsoAlpine,0.11199999999999999,"[4.0, 8.0, 0.0, 0.0, 2.0]",0.683944374209861,0.18646616541353384,0.45,0.8571428571428571,15.0
E. OconAlpine,0.016,"[1.0, 0.0, 1.0, 0.0, 0.0]",0.7142857142857143,0.15037593984962405,0.5,0.8571428571428571,10.0
S. VettelAston Martin Racing,0.055999999999999994,"[0.0, 0.0, 0.0, 1.0, 6.0]",0.7345132743362832,0.12631578947368421,0.55,0.8571428571428571,1.0
L. StrollAston Martin Racing,0.064,"[6.0, 0.0, 2.0, 0.0, 0.0]",0.7749683944374209,0.07819548872180451,0.6,0.8571428571428571,8.0
Y. TsunodaRacing Bulls,0.016,"[0.0, 0.0, 0.0, 2.0, 0.0]",0.7901390644753477,0.06015037593984962,0.65,0.8571428571428571,0.0
G. RussellWilliams,0.024,"[2.0, 1.0, 0.0, 0.0, 0.0]",0.8002528445006322,0.0481203007518797,0.7,0.8571428571428571,0.0
K. RaikkonenAlfa Romeo,0.064,"[0.0, 4.0, 0.0, 0.0, 4.0]",0.8154235145385588,0.03007518796992481,0.75,0.8571428571428571,0.0
N. LatifiWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.8230088495575221,0.021052631578947368,0.8,0.8571428571428571,0.0
A. GiovinazziAlfa Romeo,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.8381795195954488,0.0030075187969924814,0.85,0.8571428571428571,0.0
M. SchumacherHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.8407079646017699,0.0,0.9,0.8571428571428571,0.0
R. KubicaAlfa Romeo,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.8407079646017699,0.0,0.95,0.8571428571428571,0.0
N. MazepinHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.8407079646017699,0.0,1.0,0.8571428571428571,0.0
M. VerstappenRed Bull Racing,0.848,"[18.0, 18.0, 25.0, 25.0, 20.0]",0.0,1.0,0.0,0.9047619047619048,18.0
L. HamiltonMercedes,0.7759999999999999,"[25.0, 10.0, 19.0, 18.0, 25.0]",0.020227560050568902,0.9772403982930299,0.05,0.9047619047619048,26.0
V. BottasMercedes,0.496,"[10.0, 26.0, 8.0, 0.0, 18.0]",0.3754740834386852,0.577524893314367,0.1,0.9047619047619048,15.0
S. PerezRed Bull Racing,0.48,"[2.0, 15.0, 15.0, 15.0, 13.0]",0.4083438685208597,0.5405405405405406,0.15,0.9047619047619048,0.0
C. SainzFerrari,0.336,"[15.0, 4.0, 6.0, 8.0, 9.0]",0.5208596713021492,0.4139402560455192,0.3,0.9047619047619048,4.0
L. NorrisMcLaren,0.152,"[7.0, 6.0, 4.0, 1.0, 1.0]",0.5018963337547409,0.4352773826458037,0.2,0.9047619047619048,1.0
C. LeclercFerrari,0.35200000000000004,"[0.0, 12.0, 12.0, 10.0, 10.0]",0.504424778761062,0.43243243243243246,0.25,0.9047619047619048,6.0
D. RicciardoMcLaren,0.17600000000000002,"[12.0, 0.0, 10.0, 0.0, 0.0]",0.6232616940581542,0.29871977240398295,0.35,0.9047619047619048,10.0
P. GaslyRacing Bulls,0.20800000000000002,"[0.0, 8.0, 0.0, 12.0, 6.0]",0.6561314791403287,0.26173541963015645,0.4,0.9047619047619048,8.0
F. AlonsoAlpine,0.096,"[8.0, 0.0, 0.0, 2.0, 2.0]",0.6940581542351454,0.21906116642958748,0.45,0.9047619047619048,0.0
E. OconAlpine,0.04,"[0.0, 1.0, 0.0, 0.0, 4.0]",0.7370417193426043,0.17069701280227595,0.5,0.9047619047619048,12.0
S. VettelAston Martin Racing,0.055999999999999994,"[0.0, 0.0, 1.0, 6.0, 0.0]",0.7800252844500632,0.12233285917496443,0.55,0.9047619047619048,0.0
L. StrollAston Martin Racing,0.016,"[0.0, 2.0, 0.0, 0.0, 0.0]",0.8027812895069533,0.09672830725462304,0.6,0.9047619047619048,0.0
Y. TsunodaRacing Bulls,0.016,"[0.0, 0.0, 2.0, 0.0, 0.0]",0.8381795195954488,0.05689900426742532,0.65,0.9047619047619048,0.0
G. RussellWilliams,0.008,"[1.0, 0.0, 0.0, 0.0, 0.0]",0.8482932996207333,0.04551920341394026,0.7,0.9047619047619048,0.0
K. RaikkonenAlfa Romeo,0.064,"[4.0, 0.0, 0.0, 4.0, 0.0]",0.8634639696586599,0.02844950213371266,0.75,0.9047619047619048,0.0
N. LatifiWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.8710493046776233,0.01991465149359886,0.8,0.9047619047619048,0.0
A. GiovinazziAlfa Romeo,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.8862199747155499,0.002844950213371266,0.85,0.9047619047619048,2.0
M. SchumacherHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.888748419721871,0.0,0.9,0.9047619047619048,0.0
R. KubicaAlfa Romeo,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.888748419721871,0.0,0.95,0.9047619047619048,0.0
N. MazepinHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.888748419721871,0.0,1.0,0.9047619047619048,0.0
M. VerstappenRed Bull Racing,0.856,"[18.0, 25.0, 25.0, 20.0, 19.0]",0.0,1.0,0.0,0.9523809523809523,26.0
L. HamiltonMercedes,0.7759999999999999,"[10.0, 19.0, 18.0, 25.0, 25.0]",0.0,1.0,0.05,0.9523809523809523,18.0
V. BottasMercedes,0.41600000000000004,"[26.0, 8.0, 0.0, 18.0, 0.0]",0.38305941845764857,0.5899864682002707,0.1,0.9523809523809523,8.0
S. PerezRed Bull Racing,0.56,"[15.0, 15.0, 15.0, 13.0, 12.0]",0.4538558786346397,0.5142083897158322,0.15,0.9523809523809523,0.0
C. SainzFerrari,0.264,"[4.0, 6.0, 8.0, 9.0, 6.0]",0.5562579013906448,0.40460081190798375,0.3,0.9523809523809523,15.0
L. NorrisMcLaren,0.11199999999999999,"[6.0, 4.0, 1.0, 1.0, 2.0]",0.5448798988621998,0.4167794316644114,0.25,0.9523809523809523,6.0
C. LeclercFerrari,0.384,"[12.0, 12.0, 10.0, 10.0, 4.0]",0.5347661188369153,0.42760487144790255,0.2,0.9523809523809523,1.0
D. RicciardoMcLaren,0.08,"[0.0, 10.0, 0.0, 0.0, 0.0]",0.6434892541087232,0.3112313937753721,0.35,0.9523809523809523,0.0
P. GaslyRacing Bulls,0.20800000000000002,"[8.0, 0.0, 12.0, 6.0, 0.0]",0.6814159292035398,0.2706359945872801,0.4,0.9523809523809523,10.0
F. AlonsoAlpine,0.152,"[0.0, 0.0, 2.0, 2.0, 15.0]",0.7395701643489254,0.2083897158322057,0.45,0.9523809523809523,4.0
E. OconAlpine,0.12,"[1.0, 0.0, 0.0, 4.0, 10.0]",0.7522123893805309,0.19485791610284167,0.5,0.9523809523809523,2.0
S. VettelAston Martin Racing,0.064,"[0.0, 1.0, 6.0, 0.0, 1.0]",0.8255372945638433,0.11637347767253045,0.55,0.9523809523809523,0.0
L. StrollAston Martin Racing,0.08,"[2.0, 0.0, 0.0, 0.0, 8.0]",0.8482932996207333,0.09201623815967523,0.6,0.9523809523809523,0.0
Y. TsunodaRacing Bulls,0.016,"[0.0, 2.0, 0.0, 0.0, 0.0]",0.8836915297092288,0.05412719891745602,0.65,0.9523809523809523,12.0
G. RussellWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.8938053097345132,0.04330175913396482,0.7,0.9523809523809523,0.0
K. RaikkonenAlfa Romeo,0.032,"[0.0, 0.0, 4.0, 0.0, 0.0]",0.9089759797724399,0.02706359945872801,0.75,0.9523809523809523,0.0
N. LatifiWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.9165613147914032,0.018944519621109608,0.8,0.9523809523809523,0.0
A. GiovinazziAlfa Romeo,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.9266750948166877,0.008119079837618403,0.85,0.9523809523809523,0.0
M. SchumacherHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.934260429835651,0.0,0.9,0.9523809523809523,0.0
R. KubicaAlfa Romeo,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.934260429835651,0.0,0.95,0.9523809523809523,0.0
N. MazepinHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.934260429835651,0.0,1.0,0.9523809523809523,0.0
M. VerstappenRed Bull Racing,0.856,"[25.0, 25.0, 20.0, 19.0, 18.0]",0.0,1.0,0.0,1.0,0.0
L. HamiltonMercedes,0.904,"[19.0, 18.0, 25.0, 25.0, 26.0]",0.020227560050568902,0.9797724399494311,0.05,1.0,0.0
V. BottasMercedes,0.32799999999999996,"[8.0, 0.0, 18.0, 0.0, 15.0]",0.42857142857142855,0.5714285714285714,0.1,1.0,0.0
S. PerezRed Bull Racing,0.44,"[15.0, 15.0, 13.0, 12.0, 0.0]",0.5195954487989887,0.4804045512010114,0.15,1.0,0.0
C. SainzFerrari,0.264,"[6.0, 8.0, 9.0, 6.0, 4.0]",0.584070796460177,0.415929203539823,0.2,1.0,0.0
